codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre,cum_id,principio_activo,forma_farmaceutica,concentracion,presentacion,cantidad,precio_referencial,subtotal,proveedor_adjudicado,valor_adjudicado,fecha_adjudicacion
SICM-650-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=py0oScdqwF95I-sxdO0oJ_q0wn_WjKdi-r5dkLPJFWo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ETANERCEPT - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X JERINGA-S-/PLUMA-S- PRELLENADA-S-,Adjudicado otros oferentes,PICHINCHA / QUITO,$180.00000,2022-08-15 08:00:00,Second 2022,L04AB01LPR235X0,Etanercept,Líquido parenteral,50 mg,Caja x jeringa(s)/pluma(s) prellenada(s),206091,USD 180.000000,"USD 37,096,380.000000",LETERAGO DEL ECUADOR S.A,USD 68.350000,2022-11-16 15:14:54
SICM-651-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=e4Y1VHBvQ1CxRyzK2iwTF_KobBtdETRAgN2ELkYGECs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ETANERCEPT - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 25 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL CON DILUYENTE Y KIT PARA ADMINISTRACIÓN,Desierto,PICHINCHA / QUITO,$106.55000,2022-08-15 08:00:00,Second 2022,L04AB01SPR157X0,Etanercept,Sólido parenteral,25 mg,Caja x vial con diluyente y kit para administración.,13366,USD 106.550000,"USD 1,424,147.300000",,,
SICM-652-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=tMi2nSCJddXAChVhkPB0Xi_MtjN4mIlIzIiNkhLYEuk,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BASILIXIMAB - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DILUYENTE - CAJA X VIAL-ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$1334.44900,2022-08-15 08:00:00,Second 2022,L04AC02SPR140X0,Basiliximab,Sólido parenteral,20 mg,Caja x vial(es) con diluyente - Caja x vial(es),2448,"USD 1,334.449000","USD 3,266,731.152000",NOVARTIS ECUADOR S.A.,"USD 1,228.627200",2023-01-10 16:35:50
SICM-653-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Texq7XDjtxxzSNcilpD0yv8M2Sb6iaBhrlq3WeR8OP8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TALIDOMIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.00000,2022-08-15 08:00:00,Second 2022,L04AX02SOR083X0,Talidomida,Sólido oral,100 mg,Caja x blíster/ristra,166860,USD 1.000000,"USD 166,860.000000",LABORATORIOS LACFARMA S.A.,USD 0.670000,2022-10-20 11:42:25
SICM-654-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ELGzRPvpjV7JA-jyQt3d39wbf-zY7VRIaE31sr_ExyQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BUPIVACAÍNA -SIN EPINEFRINA- - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:0,5 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 20 ML",Desierto,PICHINCHA / QUITO,$0.44698,2022-08-15 08:00:00,Second 2022,N01BB01LPR041B1,Bupivacaína (sin epinefrina),Líquido parenteral,"0,5 %",Caja x ampolla(s) x 20 mL,59085,USD 0.446975,"USD 26,409.517875",,,
SICM-655-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=b-OVjpanJKg3P-8by6ZCqdA0EYThdXIjE2__ijtcqzI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BUPIVACAÍNA -SIN EPINEFRINA- - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:0,75 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 10 ML",Verificación de documentación habilitante oferente ganador,PICHINCHA / QUITO,$1.46279,2022-08-15 08:00:00,Second 2022,N01BB01LPR048A9,Bupivacaína (sin epinefrina),Líquido parenteral,"0,75 %",Caja x ampolla(s) x 10 mL,52346,USD 1.462787,"USD 76,571.048302",,,
SICM-656-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=epm40IgGHUMKMrWqZ7HBdIUPo_2ugV9R-7hCmVBQclQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LIDOCAÍNA SIN EPINEFRINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:2 % - PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO-S-,Desierto,PICHINCHA / QUITO,$1.16338,2022-08-15 08:00:00,Second 2022,N01BB02LPR123X0,Lidocaína sin epinefrina,Líquido parenteral,2 %,Caja x cartucho(s),709809,USD 1.163379,"USD 825,776.884611",,,
SICM-657-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=AqtVjDtx9qvZTocxFkdB-hG-8EgQ6Qia1WiOt_U3c_o,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BUPIVACAÍNA HIPERBÁRICA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:0,75 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 4 ML",Adjudicado otros oferentes,PICHINCHA / QUITO,$2.78832,2022-08-15 08:00:00,Second 2022,N01BB51LPR048A7,Bupivacaína hiperbárica,Líquido parenteral,"0,75 %",Caja x ampolla(s) x 4 mL,336517,USD 2.788319,"USD 938,316.744923",HOSPIMEDIKKA CIA. LTDA.,USD 2.200000,2023-02-13 17:31:11
SICM-658-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=iQd8jovh1LpZzZwVw2peGPegIgvDq_h6q6FTk25wXh0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MORFINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 20 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.85964,2022-08-15 08:00:00,Second 2022,N02AA01LPR144A3,Morfina,Líquido parenteral,20 mg/mL,Caja x ampolla(s) x 1 mL,883135,USD 0.859640,"USD 759,178.171400",FRESENIUS KABI S.A,USD 0.510000,2022-10-31 16:54:29
SICM-659-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=qXZskXTAO-aEye_X7qBPvePoBRqVyJquJ8pecXqXg50,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BUPRENORFINA - FORMA FARMACÉUTICA: SÓLIDO CUTÁNEO -PARCHE TRANSDÉRMICO- - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X PARCHE/PARCHES,Adjudicado oferente ganador,PICHINCHA / QUITO,$8.15000,2022-08-15 08:00:00,Second 2022,N02AE01SCT140X0,Buprenorfina,Sólido cutáneo (Parche transdérmico),20 mg,Caja x parche/parches,491519,USD 8.150000,"USD 4,005,879.850000",GRUNENTHAL ECUATORIANA CIA LTDA,USD 7.450000,2022-10-31 16:59:29
SICM-660-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VyzMmKHEHBM4OT19327gyvSnVg9s3QdN0TNJw_tQSoM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: HALOPERIDOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 5 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Desierto,PICHINCHA / QUITO,$0.23000,2022-08-15 08:00:00,Second 2022,N05AD01LPR225A3,Haloperidol,Líquido parenteral,5 mg/mL,Caja x ampolla(s) x 1 mL,370526,USD 0.230000,"USD 85,220.980000",,,
SICM-661-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=coiPpt0ZOkykeRG99EfNHL3seXEngJrhmFEFM_TSXUM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: HALOPERIDOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 50 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$8.26577,2022-08-15 08:00:00,Second 2022,N05AD01LPR239A3,Haloperidol,Líquido parenteral,50 mg/mL,Caja x ampolla(s) x 1 mL,165928,USD 8.265767,"USD 1,371,522.186776",LETERAGO DEL ECUADOR S.A,USD 7.200000,2023-04-17 15:58:36
SICM-662-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=15sXukTp7KpIKI017lP2cCmhFs9u1NWEC7YDZS3M8Z0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: QUETIAPINA - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 25 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.04046,2022-08-15 08:00:00,Second 2022,N05AH04SOR157X0,Quetiapina,Sólido oral,25 mg,Caja x blíster/ristra,11432399,USD 0.040458,"USD 462,531.998742",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 0.027000,2022-12-30 13:13:30
SICM-663-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Y5yo8SkgYYFBSEbzoszi5LUZDNNViOmrTFaNHEq-8mA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RISPERIDONA - FORMA FARMACÉUTICA:LÍQUIDO ORAL - CONCENTRACIÓN: 1 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 20 ML -MÍNIMO-,Adjudicado otros oferentes,PICHINCHA / QUITO,$6.28088,2022-08-15 08:00:00,Second 2022,N05AX08LOR056X0,Risperidona,Líquido oral,1 mg/mL,Caja x frasco gotero x 20 mL (mínimo),614385,USD 6.280881,"USD 3,858,879.073185",LABORATORIOS LACFARMA S.A.,USD 1.270000,2023-01-30 09:57:12
SICM-664-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=BvsJISRtCmkoH3t91VLvoJG_HYYoSNAoHHasAkOM110,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: RISPERIDONA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN:37,5 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DISOLVENTE",Adjudicado oferente ganador,PICHINCHA / QUITO,$109.10813,2022-08-15 08:00:00,Second 2022,N05AX08SPR198X0,Risperidona,Sólido parenteral,"37,5 mg",Caja x vial(es) con disolvente,1130,USD 109.108130,"USD 123,292.186900",FARMABION DEL ECUADOR C.A.,USD 55.369285,2022-10-20 12:03:11
SICM-665-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=jalY7Ea7Q1SSI_EQ4KnJ68rIOGdNZkb_YAI_WB3h1K4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DIMENHIDRINATO - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Desierto,PICHINCHA / QUITO,$0.02073,2022-08-15 08:00:00,Second 2022,N07CA00SOR235X0,Dimenhidrinato,Sólido oral,50 mg,Caja x blíster/ristra,4802030,USD 0.020731,"USD 99,550.883930",,,
SICM-666-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lnODS75vORqtiSwxcnF4amOtpZvfKgRApvXz44lHkMg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PERMETRINA - FORMA FARMACÉUTICA: LÍQUIDO CUTÁNEO -CHAMPÚ- - CONCENTRACIÓN:1 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO,Desierto,PICHINCHA / QUITO,$1.55066,2022-08-15 08:00:00,Second 2022,P03AC04LCC052X0,Permetrina,Líquido cutáneo (champú),1 %,Caja x frasco,268879,USD 1.550658,"USD 416,939.372382",,,
SICM-667-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=04dnaAC_Gj1B36GM6d1JdA59ghqSY0uQPak-JaZMEHw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: SALBUTAMOL - FORMA FARMACÉUTICA:LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN:0,1 MG/DOSIS - PRESENTACIÓN COMERCIAL: CAJA X FRASCO INHALADOR X 200 DOSIS",Adjudicado oferente ganador,PICHINCHA / QUITO,$1.15721,2022-08-15 08:00:00,Second 2022,R03AC02LIH025D4,Salbutamol,Líquido para inhalación,"0,1 mg/dosis",Caja x frasco inhalador x 200 dosis,996914,USD 1.157207,"USD 1,153,635.859198",LABORATORIOS CHALVER DEL ECUADOR CIA LTDA,USD 0.920000,2022-10-31 17:05:08
SICM-668-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KOx0s1YAMApAv9AlEkb430xK5t2VQd_LWlfuxtPONKM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SALBUTAMOL  - FORMA FARMACÉUTICA:LÍQUIDO PARA NEBULIZACIÓN - CONCENTRACIÓN:5 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 10 ML -MÍNIMO- CON DOSIFICADOR,Adjudicado otros oferentes,PICHINCHA / QUITO,$4.12250,2022-08-15 08:00:00,Second 2022,R03AC02LNB225X0,Salbutamol,Líquido para nebulización,5 mg/mL,Caja x frasco x 10 mL (mínimo) con dosificador,402742,USD 4.122500,"USD 1,660,303.895000",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 0.840000,2023-09-15 11:03:39
SICM-669-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lUoztHarTA2rjPJtSxLLvXE1CLvoaARyQOncmQKFB5U,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: BECLOMETASONA - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN: 250 MCG/DOSIS - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 120 DOSIS -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$3.52673,2022-08-15 08:00:00,Second 2022,R03BA01LIH164X0,Beclometasona,Líquido para inhalación,250 mcg/dosis,Caja x frasco x 120 dosis (mínimo),59579,USD 3.526727,"USD 210,118.867933",PIGMALION PHARMA LABORATORIOS PPH S.A.,USD 1.850000,2022-10-20 12:43:21
SICM-670-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=x3axCU3DlJhtk2hiU6eRLSiAZvNQXkFwbr73TDkOntQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: TIOTROPIO BROMURO - FORMA FARMACÉUTICA: SÓLIDO PARA INHALACIÓN - CONCENTRACIÓN:22,5 MCG -EQUIVALENTE A 18 MCG DE TIOTROPIO BASE- - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER X CÁPSULAS CON POLVO PARA INHALACIÓN + INHALADOR",Desierto,PICHINCHA / QUITO,$1.15578,2022-08-15 08:00:00,Second 2022,R03BB04SIH154X0,Tiotropio bromuro,Sólido para inhalación,"22,5 mcg (equivalente a 18 mcg de tiotropio base)",Caja x blíster x cápsulas con polvo para inhalación + inhalador,4413414,USD 1.155775,"USD 5,100,913.565850",,,
SICM-671-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=pjhLeKIAROyJl5986xOJfQbkoszdL9IJRYxdZFnuggE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: DORNASA ALFA -DESOXIRRIBONUCLEASA- - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN:2,5 MG/2,5 ML -2 500 UI- - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 2,5 ML",Adjudicado oferente ganador,PICHINCHA / QUITO,$22.58000,2022-08-15 08:00:00,Second 2022,R05CB13LIH134A5,Dornasa alfa (desoxirribonucleasa),Líquido para inhalación,"2,5 mg/2,5 mL (2 500 UI)","Caja x ampolla(s) x 2,5 mL",236444,USD 22.580000,"USD 5,338,905.520000",ROCHE ECUADOR S.A.,USD 20.900000,2022-11-21 15:10:40
SICM-672-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ofOnIywxcSLirY1KP_ng3CgDVsGvQtodY5PatrE27vg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PREDNISOLONA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN:1 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML -MÍNIMO-,Desierto,PICHINCHA / QUITO,$1.18145,2022-08-15 08:00:00,Second 2022,S01BA04LOF052X0,Prednisolona,Líquido oftálmico,1 %,Caja x frasco gotero x 5 mL (mínimo),68952,USD 1.181454,"USD 81,463.616208",,,
SICM-673-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=YYpxhOM5OWqVOCanrY0HMYIcDv8h2bCSu4Wo93vHNjs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: DEXAMETASONA + TOBRAMICINA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN: 0,1 % + 0,3 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML -MÍNIMO-",Adjudicado otros oferentes,PICHINCHA / QUITO,$2.20000,2022-08-15 08:00:00,Second 2022,S01CA01LOF023X0,Dexametasona + Tobramicina,Líquido oftálmico,"0,1 % + 0,3 %",Caja x frasco gotero x 5 mL (mínimo),417115,USD 2.200000,"USD 917,653.000000",IMPORTADORA Y DISTRIBUIDORA MEDICA FERBOVASA CIA. LTDA.,USD 1.550000,2023-02-03 15:11:35
SICM-674-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=jIZXW-RissE2gU8TnaGEU-3CkQ5RF8oUjtrJ9Si-f28,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: DEXAMETASONA + TOBRAMICINA - FORMA FARMACÉUTICA: SEMISÓLIDO OFTÁLMICO - CONCENTRACIÓN: 0,1 % + 0,3 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 3,5G",Adjudicado otros oferentes,PICHINCHA / QUITO,$2.20000,2022-08-15 08:00:00,Second 2022,S01CA01SSO023T1,Dexametasona + Tobramicina,Semisólido oftálmico,"0,1 % + 0,3 %","Caja x tubo x 3,5 g",122030,USD 2.200000,"USD 268,466.000000",OFTALVIS S.A.,USD 1.790000,2022-12-01 13:22:56
SICM-675-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=nJQVSTKK1qymnXM7BzsUXkRSnbxEaF2-uIGcgjpaZlg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LÁGRIMAS ARTIFICIALES Y OTROS PREPARADOS INERTES - FORMA FARMACÉUTICA: SEMISÓLIDO OFTÁLMICO - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 10 G -MÍNIMO-,Desierto,PICHINCHA / QUITO,$1.20000,2022-08-15 08:00:00,Second 2022,S01XA20SSO000X0,Lágrimas artificiales y otros preparados inertes,Semisólido oftálmico,No definido,Caja x tubo x 10 g (mínimo),452102,USD 1.200000,"USD 542,522.400000",,,
SICM-676-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=_Vi0n8suR3BI5LyGrTs2mkLEFk6WB4YM9Zok0V-3jIo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: FLUMAZENIL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:0,1 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 5 ML",Adjudicado otros oferentes,PICHINCHA / QUITO,$3.19610,2022-08-15 08:00:00,Second 2022,V03AB25LPR026A8,Flumazenil,Líquido parenteral,"0,1 mg/mL",Caja x ampolla(s) x 5 mL,71526,USD 3.196097,"USD 228,604.034022",FRESENIUS KABI S.A,USD 2.750000,2022-12-15 09:34:26
SICM-677-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=52F9TcPoN3q1rKMIBgaUyekjzYjJc4WBGBPToTjm8JQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: HIDROXOCOBALAMINA -VITAMINA B12- - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 1 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 10 ML,Desierto,PICHINCHA / QUITO,$0.52700,2022-08-15 08:00:00,Second 2022,V03AB33LPR056A9,Hidroxocobalamina (Vitamina B12),Líquido parenteral,1 mg/mL,Caja x ampolla(s) x 10 mL,112986,USD 0.527000,"USD 59,543.622000",,,
SICM-678-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=M2LuaGOVssPJhHtZO5acsz6lPh6OUvGDYetrPqPF1-o,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DEFERASIROX - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$5.51051,2022-08-15 08:00:00,Second 2022,V03AC03SOR241X0,Deferasirox,Sólido oral,500 mg,Caja x blíster/ristra,99247,USD 5.510512,"USD 546,901.784464",LABORATORIOS LACFARMA S.A.,USD 1.870000,2023-03-27 17:17:28
SICM-619-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XlSuqWtNLB6IQ-UNjDlpg4G5qw6-4IBzb1dRjGH_59U,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LEVOTIROXINA SÓDICA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 50 MCG -0,05 MG- PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.02204,2022-08-11 08:00:00,Second 2022,H03AA01SOR019X0,Levotiroxina sódica,Sólido oral,"50 mcg (0,05 mg)",Caja x blíster/ristra,75538273,USD 0.022042,"USD 1,665,014.613466",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 0.012900,2023-09-13 13:13:23
SICM-620-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=em_z9TuRBtItbx9opZrrSwg8iWRU1Z4EQH-n-WADAPA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LEVOTIROXINA SÓDICA  - FORMA FARMACÉUTICA: SÓLIDO ORAL  - CONCENTRACIÓN: 100 MCG -0,1 MG- PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Desierto,PICHINCHA / QUITO,$0.03306,2022-08-11 08:00:00,Second 2022,H03AA01SOR360X0,Levotiroxina sódica,Sólido oral,"100 mcg (0,1 mg)",Caja x blíster/ristra,34262204,USD 0.033063,"USD 1,132,811.250852",,,
SICM-621-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=PYJv8SMaQnit9EuPbAeoXuvJ2_g3etpcUilYsM9TRXU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMOXICILINA - FORMA FARMACÉUTICA: SÓLIDO ORAL -POLVO- CONCENTRACIÓN: 250 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 100 ML MÍNIMO CON DOSIFICADOR,Adjudicado otros oferentes,PICHINCHA / QUITO,$1.00000,2022-08-11 08:00:00,Second 2022,J01CA04SOP168X0,Amoxicilina,Sólido oral (polvo),250 mg/5 mL,Caja x frasco para reconstituir a 100 mL (mínimo) con dosificador,2591800,USD 1.000000,"USD 2,591,800.000000",KRONOS LABORATORIOS C. LTDA.,USD 0.834000,2023-01-30 09:45:57
